product_id,category_id,product_color,product_list_price,product_modified_date,product_name,product_sell_end_date,product_sell_start_date,product_sku,product_std_cost,product_weight,standard_cost
1ecc1766-bec6-47c2-aa91-a11864ba0ee8,3c497617-f094-4215-8bde-947b82499938,,3.99,2008-03-11T10:01:36Z,Road Tire Tube,,2007-07-01T00:00:00Z,TT-R982,1.4923,,1.4923
29add16a-2aa9-412f-bb97-61179a0a1eb2,d5661d7b-a6fd-4cf8-9b1f-7acda951af20,Black,69.99,2008-03-11T10:01:36Z,"Women's Mountain Shorts, L",,2007-07-01T00:00:00Z,SH-W890-L,26.1763,,26.1763
81eb8eb2-8705-4516-b882-4d3de291f0f0,7bb4bceb-839d-487a-8dd6-afccf15b0568,Red,2443.35,2008-03-11T10:01:36Z,"Road-250 Red, 44",2007-06-30T00:00:00Z,2006-07-01T00:00:00Z,BK-R89R-44,1518.7864,6699.52,1518.7864
3818f1fb-c17d-4310-807d-bd36dcf17049,e18e2a95-1526-4e41-80f7-0e797e2ac95c,,61.92,2008-03-11T10:01:36Z,ML Road Handlebars,,2006-07-01T00:00:00Z,HB-R720,27.4925,,27.4925
550a85a3-fc35-4d60-a140-ffee480f6106,39e85c97-bad9-46a2-9e3a-b61ac8622515,Yellow,333.42,2008-03-11T10:01:36Z,"LL Touring Frame - Yellow, 62",,2007-07-01T00:00:00Z,FR-T67Y-62,199.8519,1451.49,199.8519
2a33d821-88b3-49bf-8604-b0109e2231e8,c623f69c-f793-4c42-b435-3258c9ba8c33,Black,327.215,2008-03-11T10:01:36Z,HL Mountain Rear Wheel,2007-06-30T00:00:00Z,2006-07-01T00:00:00Z,RW-M928,145.2835,,145.2835
0475a6a8-8241-4bc4-a2d9-1cfa54c962fd,78b31369-231b-48a6-b93e-9b365c56f38c,Black,175.49,2008-03-11T10:01:36Z,LL Crankset,,2007-07-01T00:00:00Z,CS-4759,77.9176,600,77.9176
a2956402-2426-4e73-830c-3e8e2c4e34e5,8b9c22e9-c577-4c09-8a6d-ba7ea3640fe1,Silver,364.09,2008-03-11T10:01:36Z,"ML Mountain Frame-W - Silver, 42",,2007-07-01T00:00:00Z,FR-M63S-42,199.3757,1274.59,199.3757
67c6ae5b-2785-4021-a85e-15ddf233446d,7bb4bceb-839d-487a-8dd6-afccf15b0568,Red,3578.27,2008-03-11T10:01:36Z,"Road-150 Red, 56",2006-06-30T00:00:00Z,2005-07-01T00:00:00Z,BK-R93R-56,2171.2942,6658.7,2171.2942
bb32eaf8-02b5-4c1f-b9ae-e29f3ee52b60,7bb4bceb-839d-487a-8dd6-afccf15b0568,Black,539.99,2008-03-11T10:01:36Z,"Road-750 Black, 52",,2007-07-01T00:00:00Z,BK-R19B-52,343.6496,9262.31,343.6496
5b17676a-9e25-4103-95f3-cedb3048a956,7bb4bceb-839d-487a-8dd6-afccf15b0568,Red,782.99,2008-03-11T10:01:36Z,"Road-650 Red, 48",2007-06-30T00:00:00Z,2005-07-01T00:00:00Z,BK-R50R-48,486.7066,8677.18,486.7066
7b69abad-f879-4de3-a9fc-87790374cabe,c84905fa-ad60-4586-ab92-09f7daadd056,Yellow,53.99,2008-03-11T10:01:36Z,"Short-Sleeve Classic Jersey, XL",,2007-07-01T00:00:00Z,SJ-0194-X,41.5723,,41.5723
22cdb496-68ec-4f2d-bc3e-02c0d7591097,5ae34752-8d34-4ec1-9b7d-eaedacfbbffa,,10,2023-07-13T10:19:05.502Z,Cleaner Product 1,2023-07-13T10:10:33.684Z,2023-07-13T10:10:33.684Z,CL-R1-P1,9.5,,
62215b80-9c9b-45cb-b68a-878e34628b2a,3c497617-f094-4215-8bde-947b82499938,,2.29,2008-03-11T10:01:36Z,Patch Kit/8 Patches,,2007-07-01T00:00:00Z,PK-7098,0.8565,,0.8565
aee34d2b-252c-44a4-9e9d-488648d05760,252ac58d-8eca-41e6-bc69-93f73a957ddf,Blue,742.35,2008-03-11T10:01:36Z,"Touring-3000 Blue, 50",,2007-07-01T00:00:00Z,BK-T18U-50,461.4448,13213.08,461.4448
b8619c43-2c1d-4001-a03b-d85b742139ac,1116cf65-12a9-49e5-bf74-edbcafb2ad1d,Silver,564.99,2008-03-11T10:01:36Z,"Mountain-500 Silver, 40",,2007-07-01T00:00:00Z,BK-M18S-40,308.2179,12405.69,308.2179
71a6584d-bc40-4773-8273-70ab4da3a595,cced3dde-5341-4240-92e0-c418d3780a31,,8.99,2008-03-11T10:01:36Z,Road Bottle Cage,,2007-07-01T00:00:00Z,BC-R205,3.3623,,3.3623
63d226db-32f4-4f32-b563-8fbbacd342e0,39e85c97-bad9-46a2-9e3a-b61ac8622515,Blue,333.42,2008-03-11T10:01:36Z,"LL Touring Frame - Blue, 50",,2007-07-01T00:00:00Z,FR-T67U-50,199.8519,1406.13,199.8519
a70710df-087d-4a0d-a48c-a2295578021a,7bb4bceb-839d-487a-8dd6-afccf15b0568,Black,782.99,2008-03-11T10:01:36Z,"Road-650 Black, 58",2007-06-30T00:00:00Z,2005-07-01T00:00:00Z,BK-R50B-58,486.7066,8976.55,486.7066
c1745b45-55fc-4c62-8574-3b7990f9cab1,1116cf65-12a9-49e5-bf74-edbcafb2ad1d,Silver,769.49,2008-03-11T10:01:36Z,"Mountain-400-W Silver, 38",,2007-07-01T00:00:00Z,BK-M38S-38,419.7784,11952.1,419.7784
af5cc8b7-73e6-453b-9dd7-5caadaed6e82,40837bab-1194-4e85-9928-772acdf2f423,Red,594.83,2008-03-11T10:01:36Z,"ML Road Frame - Red, 48",2006-06-30T00:00:00Z,2005-07-01T00:00:00Z,FR-R72R-48,352.1394,1025.11,352.1394
72ab88b7-16dd-4ebf-af4d-55b9100240d6,40837bab-1194-4e85-9928-772acdf2f423,Red,337.22,2008-03-11T10:01:36Z,"LL Road Frame - Red, 48",2007-06-30T00:00:00Z,2005-07-01T00:00:00Z,FR-R38R-48,187.1571,1070.47,187.1571
5c1dc2dc-b808-4667-8800-a4803e9765d5,c84905fa-ad60-4586-ab92-09f7daadd056,Multi,49.99,2008-03-11T10:01:36Z,"Long-Sleeve Logo Jersey, S",,2005-07-01T00:00:00Z,LJ-0192-S,38.4923,,38.4923
74143236-0c29-42cf-8f63-30b76c78661f,252ac58d-8eca-41e6-bc69-93f73a957ddf,Yellow,742.35,2008-03-11T10:01:36Z,"Touring-3000 Yellow, 54",,2007-07-01T00:00:00Z,BK-T18Y-54,461.4448,13344.62,461.4448
64f135a7-5f88-40e6-9247-5034856616bd,39e85c97-bad9-46a2-9e3a-b61ac8622515,Blue,1003.91,2008-03-11T10:01:36Z,"HL Touring Frame - Blue, 60",,2007-07-01T00:00:00Z,FR-T98U-60,601.7437,1397.06,601.7437
2ce968ea-eb5d-4001-9eb1-b9af486db9ea,c94fd725-f7b3-43ec-b28d-346c364e147e,,39.14,2008-03-11T10:01:36Z,ML Mountain Seat/Saddle,,2007-07-01T00:00:00Z,SE-M798,17.3782,,17.3782
36bd8483-ed3f-44f1-a1dc-8787c1947526,c623f69c-f793-4c42-b435-3258c9ba8c33,Black,87.745,2008-03-11T10:01:36Z,LL Mountain Rear Wheel,2007-06-30T00:00:00Z,2006-07-01T00:00:00Z,RW-M423,38.9588,,38.9588
7a4d6bb1-6400-4f17-ada2-f8c07f7edf0c,1116cf65-12a9-49e5-bf74-edbcafb2ad1d,Black,1079.99,2008-03-11T10:01:36Z,"Mountain-300 Black, 38",2007-06-30T00:00:00Z,2006-07-01T00:00:00Z,BK-M47B-38,598.4354,11498.51,598.4354
fa606308-09d1-492d-a55a-a4cea4bbf806,7bb4bceb-839d-487a-8dd6-afccf15b0568,Yellow,1700.99,2008-03-11T10:01:36Z,"Road-350-W Yellow, 44",,2007-07-01T00:00:00Z,BK-R79Y-44,1082.51,7316.41,1082.51
29cfc3ff-be5e-446c-b2e5-f797ab02dd27,1116cf65-12a9-49e5-bf74-edbcafb2ad1d,Silver,769.49,2008-03-11T10:01:36Z,"Mountain-400-W Silver, 46",,2007-07-01T00:00:00Z,BK-M38S-46,419.7784,12437.44,419.7784
67dd0cf2-2de2-4e35-8108-dac52ebf378d,c623f69c-f793-4c42-b435-3258c9ba8c33,Black,275.385,2008-03-11T10:01:36Z,ML Road Rear Wheel,2007-06-30T00:00:00Z,2006-07-01T00:00:00Z,RW-R762,122.2709,1000,122.2709
323db8c4-1d52-4054-953e-59a172d70a47,d5661d7b-a6fd-4cf8-9b1f-7acda951af20,Black,59.99,2008-03-11T10:01:36Z,"Men's Sports Shorts, L",2007-06-30T00:00:00Z,2006-07-01T00:00:00Z,SH-M897-L,24.7459,,24.7459
2455b387-407f-40bc-a508-f2731b293491,1116cf65-12a9-49e5-bf74-edbcafb2ad1d,Silver,3399.99,2008-03-11T10:01:36Z,"Mountain-100 Silver, 44",2006-06-30T00:00:00Z,2005-07-01T00:00:00Z,BK-M82S-44,1912.1544,9584.36,1912.1544
b07a400b-93bc-4823-8c05-e0cec9e91f41,40837bab-1194-4e85-9928-772acdf2f423,Red,1431.5,2008-03-11T10:01:36Z,"HL Road Frame - Red, 56",,2005-07-01T00:00:00Z,FR-R92R-56,868.6342,1016.04,868.6342
db46dbcf-9e09-4829-a2ef-8094b224c83e,1116cf65-12a9-49e5-bf74-edbcafb2ad1d,Silver,3399.99,2008-03-11T10:01:36Z,"Mountain-100 Silver, 48",2006-06-30T00:00:00Z,2005-07-01T00:00:00Z,BK-M82S-48,1912.1544,9715.9,1912.1544
691985ed-529e-4927-8674-336367557d86,3c497617-f094-4215-8bde-947b82499938,,32.6,2008-03-11T10:01:36Z,HL Road Tire,,2007-07-01T00:00:00Z,TI-R982,12.1924,,12.1924
2e96618f-adbd-44ff-a090-0505418cf347,40837bab-1194-4e85-9928-772acdf2f423,Red,1431.5,2008-03-11T10:01:36Z,"HL Road Frame - Red, 48",,2005-07-01T00:00:00Z,FR-R92R-48,868.6342,979.75,868.6342
3ba5e303-b11c-4cba-aa6d-b55b9ea9d26f,1116cf65-12a9-49e5-bf74-edbcafb2ad1d,Silver,769.49,2008-03-11T10:01:36Z,"Mountain-400-W Silver, 42",,2007-07-01T00:00:00Z,BK-M38S-42,419.7784,12305.9,419.7784
f224529b-73b3-4905-8319-517886d0b255,252ac58d-8eca-41e6-bc69-93f73a957ddf,Yellow,2384.07,2008-03-11T10:01:36Z,"Touring-1000 Yellow, 46",,2007-07-01T00:00:00Z,BK-T79Y-46,1481.9379,11398.72,1481.9379
e1d52207-307d-445d-936b-986867d82c7a,3c497617-f094-4215-8bde-947b82499938,,29.99,2008-03-11T10:01:36Z,ML Mountain Tire,,2007-07-01T00:00:00Z,TI-M602,11.2163,,11.2163
a9901938-7270-4948-add0-2b5b780bd8d1,8b9c22e9-c577-4c09-8a6d-ba7ea3640fe1,Black,348.76,2008-03-11T10:01:36Z,"ML Mountain Frame - Black, 40",2007-06-30T00:00:00Z,2006-07-01T00:00:00Z,FR-M63B-40,185.8193,1256.44,185.8193
64682df4-8254-4809-b518-d9f9e6b92509,252ac58d-8eca-41e6-bc69-93f73a957ddf,Blue,1214.85,2008-03-11T10:01:36Z,"Touring-2000 Blue, 54",,2007-07-01T00:00:00Z,BK-T44U-54,755.1508,12555.37,755.1508
da9cb426-f539-4ddc-b1d5-72b69ea7177f,1116cf65-12a9-49e5-bf74-edbcafb2ad1d,Black,539.99,2008-03-11T10:01:36Z,"Mountain-500 Black, 48",,2007-07-01T00:00:00Z,BK-M18B-48,294.5797,12891.03,294.5797
55a45da0-2886-4d3b-8eb4-b65152b6eb86,40837bab-1194-4e85-9928-772acdf2f423,Yellow,594.83,2008-03-11T10:01:36Z,"ML Road Frame-W - Yellow, 38",,2006-07-01T00:00:00Z,FR-R72Y-38,360.9428,988.83,360.9428
c2af992e-b50b-45f6-9a08-d015853b9cba,7bb4bceb-839d-487a-8dd6-afccf15b0568,Red,782.99,2008-03-11T10:01:36Z,"Road-650 Red, 60",2007-06-30T00:00:00Z,2005-07-01T00:00:00Z,BK-R50R-60,486.7066,9026.44,486.7066
586ba799-edf0-4059-a684-5a6993e36de3,c94fd725-f7b3-43ec-b28d-346c364e147e,,52.64,2008-03-11T10:01:36Z,HL Mountain Seat/Saddle,,2007-07-01T00:00:00Z,SE-M940,23.3722,,23.3722
36180561-7058-4e27-b492-f6fc218f3e24,40837bab-1194-4e85-9928-772acdf2f423,Red,1431.5,2008-03-11T10:01:36Z,"HL Road Frame - Red, 62",,2005-07-01T00:00:00Z,FR-R92R-62,868.6342,1043.26,868.6342
5c7bfbc3-1d84-466f-8551-4d5cd07af041,7bb4bceb-839d-487a-8dd6-afccf15b0568,Yellow,1120.49,2008-03-11T10:01:36Z,"Road-550-W Yellow, 42",,2006-07-01T00:00:00Z,BK-R64Y-42,713.0798,8223.59,713.0798
0364281b-7854-42f6-8867-6adea6a4b3f1,f79b665e-d2ed-4fe6-adba-cca0761ea27c,,24.99,2008-03-11T10:01:36Z,Mountain Pump,2007-06-30T00:00:00Z,2006-07-01T00:00:00Z,PU-M044,10.3084,,10.3084
174eb8c1-9ed7-475c-9cd9-7ba2c5635721,6c1f5dc6-43b5-41de-8e09-8d0b0b1d4497,,44.99,2008-03-11T10:01:36Z,Headlights - Weatherproof,2007-06-30T00:00:00Z,2006-07-01T00:00:00Z,LT-H903,18.5584,,18.5584
07d6ba44-c223-4768-b010-6e94030e0e78,8b9c22e9-c577-4c09-8a6d-ba7ea3640fe1,Black,1349.6,2008-03-11T10:01:36Z,"HL Mountain Frame - Black, 38",,2005-07-01T00:00:00Z,FR-M94B-38,739.041,1215.62,739.041
80a09805-2f1d-4e03-80f3-ee0e9e9a2fc9,7bb4bceb-839d-487a-8dd6-afccf15b0568,Red,782.99,2008-03-11T10:01:36Z,"Road-650 Red, 52",2007-06-30T00:00:00Z,2005-07-01T00:00:00Z,BK-R50R-52,486.7066,8808.72,486.7066
e2a262d4-8877-4c7c-b9a6-5b4964bf3737,1116cf65-12a9-49e5-bf74-edbcafb2ad1d,Black,2294.99,2008-03-11T10:01:36Z,"Mountain-200 Black, 46",,2006-07-01T00:00:00Z,BK-M68B-46,1251.9813,10945.13,1251.9813
29047c1d-c2e4-4154-8b29-5b1368fe687e,c84905fa-ad60-4586-ab92-09f7daadd056,Yellow,53.99,2008-03-11T10:01:36Z,"Short-Sleeve Classic Jersey, M",,2007-07-01T00:00:00Z,SJ-0194-M,41.5723,,41.5723
fa15f437-18e9-4f76-85cf-8c49a566d211,8b9c22e9-c577-4c09-8a6d-ba7ea3640fe1,Silver,1364.5,2008-03-11T10:01:36Z,"HL Mountain Frame - Silver, 44",2006-06-30T00:00:00Z,2005-07-01T00:00:00Z,FR-M94S-44,706.811,1251.91,706.811
9d98be1d-899f-43ea-9dfd-1e8e465dd45d,c623f69c-f793-4c42-b435-3258c9ba8c33,Black,330.06,2008-03-11T10:01:36Z,HL Road Front Wheel,2007-06-30T00:00:00Z,2006-07-01T00:00:00Z,FW-R820,146.5466,650,146.5466
cbea2977-63a0-4600-8d8a-3220cb4d0fab,39e85c97-bad9-46a2-9e3a-b61ac8622515,Yellow,1003.91,2008-03-11T10:01:36Z,"HL Touring Frame - Yellow, 54",,2007-07-01T00:00:00Z,FR-T98Y-54,601.7437,1378.91,601.7437
d9f1459f-4ac7-4288-9d74-9dddba0cdca9,3c497617-f094-4215-8bde-947b82499938,,28.99,2008-03-11T10:01:36Z,Touring Tire,,2007-07-01T00:00:00Z,TI-T723,10.8423,,10.8423
1b7a121d-218e-421c-bfab-f50dc6778296,8b9c22e9-c577-4c09-8a6d-ba7ea3640fe1,Silver,1364.5,2008-03-11T10:01:36Z,"HL Mountain Frame - Silver, 46",,2005-07-01T00:00:00Z,FR-M94S-46,747.2002,1288.2,747.2002
97e0b480-29bd-4c92-af90-1c188a0c1cd5,8b9c22e9-c577-4c09-8a6d-ba7ea3640fe1,Silver,364.09,2008-03-11T10:01:36Z,"ML Mountain Frame-W - Silver, 40",,2007-07-01T00:00:00Z,FR-M63S-40,199.3757,1256.44,199.3757
7d742bea-7113-4aa8-9d27-0505162a4479,c94fd725-f7b3-43ec-b28d-346c364e147e,,52.64,2008-03-11T10:01:36Z,HL Road Seat/Saddle,,2007-07-01T00:00:00Z,SE-R995,23.3722,,23.3722
2376a60c-d0b2-42c9-a6bb-cc936de90b69,6c1f5dc6-43b5-41de-8e09-8d0b0b1d4497,,34.99,2008-03-11T10:01:36Z,Headlights - Dual-Beam,2007-06-30T00:00:00Z,2006-07-01T00:00:00Z,LT-H902,14.4334,,14.4334
b74789be-a83c-4482-b2c9-249514a8768f,8b9c22e9-c577-4c09-8a6d-ba7ea3640fe1,Black,249.79,2008-03-11T10:01:36Z,"LL Mountain Frame - Black, 44",,2007-07-01T00:00:00Z,FR-M21B-44,136.785,1342.63,136.785
c8338520-f3e2-4893-b7fa-f4303be0b3ee,c94fd725-f7b3-43ec-b28d-346c364e147e,,27.12,2008-03-11T10:01:36Z,LL Mountain Seat/Saddle,,2007-07-01T00:00:00Z,SE-M236,12.0413,,12.0413
666f1f2c-875e-4d8c-a5b3-7f2a5ac1736d,7bb4bceb-839d-487a-8dd6-afccf15b0568,Red,1457.99,2008-03-11T10:01:36Z,"Road-450 Red, 52",2006-06-30T00:00:00Z,2005-07-01T00:00:00Z,BK-R68R-52,884.7083,7901.54,884.7083
2a01265a-abfb-4061-9dc4-06d948dbd88b,cbfeafa3-a8c9-44c9-b2a5-6b0566f38237,Black,74.99,2008-03-11T10:01:36Z,"Women's Tights, S",2007-06-30T00:00:00Z,2006-07-01T00:00:00Z,TG-W091-S,30.9334,,30.9334
64154f75-7207-4b64-8a2d-0971b46df42f,7bb4bceb-839d-487a-8dd6-afccf15b0568,Black,782.99,2008-03-11T10:01:36Z,"Road-650 Black, 62",2007-06-30T00:00:00Z,2005-07-01T00:00:00Z,BK-R50B-62,486.7066,9071.8,486.7066
a1945b6e-1371-4554-9934-69a5b929e30c,7bb4bceb-839d-487a-8dd6-afccf15b0568,Yellow,1120.49,2008-03-11T10:01:36Z,"Road-550-W Yellow, 48",,2006-07-01T00:00:00Z,BK-R64Y-48,713.0798,8473.06,713.0798
863e6335-8e30-414e-af76-d7d8eb49ab90,c623f69c-f793-4c42-b435-3258c9ba8c33,Black,85.565,2008-03-11T10:01:36Z,LL Road Front Wheel,2007-06-30T00:00:00Z,2006-07-01T00:00:00Z,FW-R623,37.9909,900,37.9909
6c25b90e-cf69-452e-b9eb-c33d14aaea40,252ac58d-8eca-41e6-bc69-93f73a957ddf,Blue,2384.07,2008-03-11T10:01:36Z,"Touring-1000 Blue, 60",,2007-07-01T00:00:00Z,BK-T79U-60,1481.9379,11747.98,1481.9379
d12e82af-74b7-41f5-a6a3-f8a84d009f61,1116cf65-12a9-49e5-bf74-edbcafb2ad1d,Black,3374.99,2008-03-11T10:01:36Z,"Mountain-100 Black, 42",2006-06-30T00:00:00Z,2005-07-01T00:00:00Z,BK-M82B-42,1898.0944,9421.06,1898.0944
4a04a487-936b-44f4-88be-e50389cc6d7f,a0c57cb7-df4c-429b-b9ff-e08e27952077,,25,2008-03-11T10:01:36Z,Cable Lock,2007-06-30T00:00:00Z,2006-07-01T00:00:00Z,LO-C100,10.3125,,10.3125
117bfb32-cb25-479f-bdc9-856b22bade24,40837bab-1194-4e85-9928-772acdf2f423,Black,337.22,2008-03-11T10:01:36Z,"LL Road Frame - Black, 62",,2005-07-01T00:00:00Z,FR-R38B-62,204.6251,1133.98,204.6251
2a856ccd-cd3c-459c-8987-8d1331dd3fea,c84905fa-ad60-4586-ab92-09f7daadd056,Yellow,53.99,2008-03-11T10:01:36Z,"Short-Sleeve Classic Jersey, S",,2007-07-01T00:00:00Z,SJ-0194-S,41.5723,,41.5723
3fb61f46-b667-4751-b3d9-2edc8c214d03,7bb4bceb-839d-487a-8dd6-afccf15b0568,Red,782.99,2008-03-11T10:01:36Z,"Road-650 Red, 58",2007-06-30T00:00:00Z,2005-07-01T00:00:00Z,BK-R50R-58,486.7066,8976.55,486.7066
f21bb931-f5b0-4cb4-9181-79968b7bf2a3,7bb4bceb-839d-487a-8dd6-afccf15b0568,Black,539.99,2008-03-11T10:01:36Z,"Road-750 Black, 44",,2007-07-01T00:00:00Z,BK-R19B-44,343.6496,8967.47,343.6496
c318d087-48b7-48ab-8213-99e5405ed690,252ac58d-8eca-41e6-bc69-93f73a957ddf,Yellow,742.35,2008-03-11T10:01:36Z,"Touring-3000 Yellow, 62",,2007-07-01T00:00:00Z,BK-T18Y-62,461.4448,13607.7,461.4448
039f28c7-bc24-4353-a695-a43f7bebeba1,7bb4bceb-839d-487a-8dd6-afccf15b0568,Yellow,1120.49,2008-03-11T10:01:36Z,"Road-550-W Yellow, 40",,2006-07-01T00:00:00Z,BK-R64Y-40,713.0798,8060.29,713.0798
68b5d065-8fa5-4223-817e-8fd5197baf22,5ba9f3d3-8fc9-4ebb-87e7-df075a764f46,Purple,12,2023-08-17T13:52:53.012Z,Nike Purple Cap,2023-08-17T03:07:00.852Z,2023-08-17T03:07:00.852Z,NK-CAP-Purp-01,10,0.25,
149a2d42-b6b7-4c1a-8e35-62be0a7a6332,7bb4bceb-839d-487a-8dd6-afccf15b0568,Red,1457.99,2008-03-11T10:01:36Z,"Road-450 Red, 58",2006-06-30T00:00:00Z,2005-07-01T00:00:00Z,BK-R68R-58,884.7083,8069.37,884.7083
d176847e-8e07-420b-a65f-7573e2fce970,e4eedaa5-2144-4ff0-83d8-d26f0565bec1,,21.98,2008-03-11T10:01:36Z,Fender Set - Mountain,,2007-07-01T00:00:00Z,FE-6654,8.2205,,8.2205
fce4b99c-63d8-4ff6-9720-da590cfcea9b,39e85c97-bad9-46a2-9e3a-b61ac8622515,Blue,333.42,2008-03-11T10:01:36Z,"LL Touring Frame - Blue, 54",,2007-07-01T00:00:00Z,FR-T67U-54,199.8519,1424.27,199.8519
ee58d760-6c10-4579-af43-ae47fa06ca20,1116cf65-12a9-49e5-bf74-edbcafb2ad1d,Black,3374.99,2008-03-11T10:01:36Z,"Mountain-100 Black, 38",2006-06-30T00:00:00Z,2005-07-01T00:00:00Z,BK-M82B-38,1898.0944,9230.56,1898.0944
0405cfa2-26e5-4c10-8e80-508252f935b8,1116cf65-12a9-49e5-bf74-edbcafb2ad1d,Black,1079.99,2008-03-11T10:01:36Z,"Mountain-300 Black, 48",2007-06-30T00:00:00Z,2006-07-01T00:00:00Z,BK-M47B-48,598.4354,11983.85,598.4354
acba14b7-8beb-4d9a-9357-34d1d41da35e,0c91f0d3-4bd0-4f84-94e0-b59f949e6e8e,White,9.5,2008-03-11T10:01:36Z,"Mountain Bike Socks, M",2006-06-30T00:00:00Z,2005-07-01T00:00:00Z,SO-B909-M,3.3963,,3.3963
8f305d4b-ccbf-48cd-b199-6eb2b67f25e3,8b9c22e9-c577-4c09-8a6d-ba7ea3640fe1,Silver,264.05,2008-03-11T10:01:36Z,"LL Mountain Frame - Silver, 42",,2007-07-01T00:00:00Z,FR-M21S-42,144.5938,1324.48,144.5938
5719649d-e679-4668-81bd-96da58bffba2,8b9c22e9-c577-4c09-8a6d-ba7ea3640fe1,Black,1349.6,2008-03-11T10:01:36Z,"HL Mountain Frame - Black, 46",,2005-07-01T00:00:00Z,FR-M94B-46,739.041,1288.2,739.041
4a305c7d-a47c-4409-a9c7-b7da8e47242d,926179cd-73c2-4964-86e6-96326a05c578,,101.24,2008-03-11T10:01:36Z,ML Bottom Bracket,,2007-07-01T00:00:00Z,BB-8107,44.9506,168,44.9506
0315ce1c-666c-4dcc-b0df-9a9db890ea65,d5661d7b-a6fd-4cf8-9b1f-7acda951af20,Black,59.99,2008-03-11T10:01:36Z,"Men's Sports Shorts, S",2007-06-30T00:00:00Z,2006-07-01T00:00:00Z,SH-M897-S,24.7459,,24.7459
dd5dc98a-80a7-4135-9eed-e959750b1b39,5ba9f3d3-8fc9-4ebb-87e7-df075a764f46,Blue,10,2023-08-17T12:43:29.602Z,Nike Blue Cap,2023-08-17T03:07:00.852Z,2023-08-17T03:07:00.852Z,NK-CAP-B-01,9,0.25,
c8f2a7e2-dca6-4d5c-93d6-8519843df423,1116cf65-12a9-49e5-bf74-edbcafb2ad1d,Black,539.99,2008-03-11T10:01:36Z,"Mountain-500 Black, 40",,2007-07-01T00:00:00Z,BK-M18B-40,294.5797,12405.69,294.5797
62359fbe-0339-4b94-92ec-c202ce1494b1,40837bab-1194-4e85-9928-772acdf2f423,Red,337.22,2008-03-11T10:01:36Z,"LL Road Frame - Red, 58",2007-06-30T00:00:00Z,2005-07-01T00:00:00Z,FR-R38R-58,187.1571,1115.83,187.1571
9e9a3550-70bc-4eae-af9e-6cd8f4ba78db,37a6fb30-05df-4111-8f85-61648262f1b1,Silver,20.24,2008-03-11T10:01:36Z,Chain,,2007-07-01T00:00:00Z,CH-0234,8.9866,,8.9866
23145dde-97a0-412b-a751-41d00e488a39,252ac58d-8eca-41e6-bc69-93f73a957ddf,Blue,1214.85,2008-03-11T10:01:36Z,"Touring-2000 Blue, 46",,2007-07-01T00:00:00Z,BK-T44U-46,755.1508,12305.9,755.1508
5ea077fc-79e4-4231-977f-7c2a0c39b74b,252ac58d-8eca-41e6-bc69-93f73a957ddf,Yellow,742.35,2008-03-11T10:01:36Z,"Touring-3000 Yellow, 50",,2007-07-01T00:00:00Z,BK-T18Y-50,461.4448,13213.08,461.4448
9009f757-879c-4c26-952f-e51b6e3f777c,8b9c22e9-c577-4c09-8a6d-ba7ea3640fe1,Black,249.79,2008-03-11T10:01:36Z,"LL Mountain Frame - Black, 40",,2007-07-01T00:00:00Z,FR-M21B-40,136.785,1306.34,136.785
c72fe2c4-42d2-4c75-b261-00bb98429b0f,7bb4bceb-839d-487a-8dd6-afccf15b0568,Red,3578.27,2008-03-11T10:01:36Z,"Road-150 Red, 48",2006-06-30T00:00:00Z,2005-07-01T00:00:00Z,BK-R93R-48,2171.2942,6409.23,2171.2942
ae0e41c7-2daf-4b42-8289-f16120a8aac1,fd015572-4805-49bc-af03-cd1df8ba3953,,229.49,2008-03-11T10:01:36Z,HL Fork,2007-06-30T00:00:00Z,2006-07-01T00:00:00Z,FK-9939,101.8936,,101.8936
661eb709-3cce-45da-9b68-f80873a0778c,40837bab-1194-4e85-9928-772acdf2f423,Black,337.22,2008-03-11T10:01:36Z,"LL Road Frame - Black, 52",,2005-07-01T00:00:00Z,FR-R38B-52,204.6251,1088.62,204.6251
9012ad34-8c67-4641-ab37-5d40c3958066,40837bab-1194-4e85-9928-772acdf2f423,Black,1431.5,2008-03-11T10:01:36Z,"HL Road Frame - Black, 62",,2006-07-01T00:00:00Z,FR-R92B-62,868.6342,1043.26,868.6342
f7df0f2d-d060-4015-848d-0a74210a1ba9,8b9c22e9-c577-4c09-8a6d-ba7ea3640fe1,Black,249.79,2008-03-11T10:01:36Z,"LL Mountain Frame - Black, 42",,2007-07-01T00:00:00Z,FR-M21B-42,136.785,1324.48,136.785
fc38ad4a-8dbd-4b28-8309-54f2f446c9f7,40837bab-1194-4e85-9928-772acdf2f423,Red,337.22,2008-03-11T10:01:36Z,"LL Road Frame - Red, 52",2007-06-30T00:00:00Z,2005-07-01T00:00:00Z,FR-R38R-52,187.1571,1088.62,187.1571
5cfee7e4-613a-469d-80d5-240f411cb45d,c84905fa-ad60-4586-ab92-09f7daadd056,Multi,49.99,2008-03-11T10:01:36Z,"Long-Sleeve Logo Jersey, XL",,2005-07-01T00:00:00Z,LJ-0192-X,38.4923,,38.4923
540b1d25-1256-49bb-b0c7-54f975bf668e,3c497617-f094-4215-8bde-947b82499938,,21.49,2008-03-11T10:01:36Z,LL Road Tire,,2007-07-01T00:00:00Z,TI-R092,8.0373,,8.0373
